,years_of_experience,aerodynamics_score,technological_score,Leader,Leadership_score,distance,route_match,fuel_consumption,engine_temperature,body_weight,sensor_equipped
554,4,33,8,0,406,546,10,74,79,2852,0
555,11,31,7,0,414,610,19,117,60,3664,0
556,8,39,9,1,493,581,2,144,68,2795,0
557,2,10,8,0,166,638,99,61,68,3416,1
558,2,39,2,0,414,872,71,139,37,1444,0
559,12,42,5,1,515,967,85,84,46,2557,1
560,6,16,9,0,253,919,30,36,37,1925,0
561,14,41,3,1,501,919,9,74,59,2074,0
562,12,14,8,0,256,718,74,53,36,3563,1
563,11,43,1,1,492,831,52,122,70,2870,0
564,12,49,7,1,599,598,58,127,80,3763,1
565,11,5,3,0,126,848,85,65,51,3625,0
566,15,43,6,1,547,857,21,31,61,3732,0
567,13,9,5,0,190,955,97,43,70,3947,1
568,4,5,8,0,126,762,38,56,41,2534,0
569,11,40,10,1,525,957,38,36,74,3093,0
570,6,26,9,0,353,673,6,63,44,3407,0
571,18,30,8,0,446,788,4,69,71,1731,1
572,12,50,3,1,581,940,62,114,61,2582,0
573,15,16,5,0,270,727,22,134,61,3298,0
574,5,50,5,1,560,801,47,73,72,2236,1
575,19,33,2,0,439,527,34,66,58,3485,1
576,10,6,6,0,152,677,57,45,47,3093,0
577,16,45,6,1,572,964,46,115,77,3707,0
578,11,43,6,1,527,716,23,65,42,3926,0
579,15,27,9,0,408,654,29,38,79,3836,0
580,20,24,8,0,396,709,66,123,37,3975,1
581,19,37,7,1,514,829,24,133,57,2281,0
582,5,30,4,0,353,920,97,133,60,1740,0
583,3,22,3,0,256,813,44,129,71,2258,1
584,9,39,1,0,442,697,15,120,64,2083,1
585,3,6,3,0,96,854,56,117,36,1915,0
586,8,9,5,0,165,565,19,88,45,2338,1
587,17,44,2,0,539,791,44,83,68,3485,0
588,17,8,3,1,186,963,55,84,73,3815,1
589,17,41,3,1,516,992,91,96,52,2667,0
590,7,38,7,1,464,584,23,72,45,3964,1
591,8,50,2,1,554,696,70,72,58,3763,0
592,15,16,6,0,277,532,39,116,77,2585,0
593,18,46,7,1,599,993,100,104,77,3765,0
594,8,25,6,0,332,823,31,101,59,3157,1
595,8,31,4,0,378,609,9,73,60,3850,0
596,8,15,1,0,197,783,11,99,73,2293,1
597,6,21,7,0,289,619,18,58,60,3296,1
598,12,7,8,0,186,525,49,73,55,2336,1
599,9,24,9,0,348,548,46,71,40,2467,0
600,17,44,3,1,546,526,89,36,57,2005,1
601,20,31,7,1,459,607,71,90,66,2809,0
602,6,33,4,0,388,583,79,40,58,1526,0
603,19,29,7,0,434,954,20,113,63,1785,0
604,0,30,6,0,342,898,36,132,53,2847,0
605,5,49,10,1,585,823,24,117,42,1739,0
606,8,9,2,0,144,781,40,33,36,1614,0
607,15,31,8,0,441,964,10,74,66,3153,1
608,2,46,1,1,477,595,52,137,59,2441,0
609,16,40,1,0,487,796,12,65,39,1458,1
610,5,23,3,0,276,811,16,68,38,3619,0
611,19,34,8,1,491,631,97,109,54,2713,1
612,6,6,8,0,146,674,74,90,47,3264,1
613,19,18,4,0,303,1000,74,50,40,1380,0
614,13,19,8,0,311,515,65,116,58,1619,0
615,15,29,5,0,400,577,39,59,63,2779,0
616,9,15,7,0,244,852,12,121,60,2180,0
617,18,49,5,1,615,648,16,92,57,2606,1
618,17,27,10,1,425,855,68,95,72,3869,1
619,9,32,4,0,393,626,17,111,62,2292,1
620,4,49,5,1,545,911,87,144,76,1400,1
621,3,44,10,0,525,663,55,47,36,3213,1
622,8,20,10,0,310,645,53,48,77,2654,0
623,18,6,9,1,213,594,42,38,51,2058,1
624,6,27,1,0,307,535,68,36,64,3152,1
625,19,41,1,1,512,577,88,60,37,1408,0
626,17,22,2,0,319,606,42,105,64,3741,1
627,0,32,7,0,369,808,51,31,60,2927,0
628,13,15,3,0,236,914,24,82,64,2601,0
629,5,46,3,0,506,747,67,141,76,2167,1
630,20,27,9,0,433,781,59,112,67,3298,1
631,10,33,4,0,408,651,31,144,79,3136,0
632,1,46,6,1,507,615,31,83,54,2268,0
633,14,27,2,0,354,779,5,119,59,2714,1
634,12,14,1,0,207,812,92,132,77,1304,1
635,6,10,5,0,165,801,95,127,56,1835,1
636,7,10,9,0,198,862,62,81,52,3272,1
637,11,37,6,1,467,690,40,55,55,1231,0
638,7,38,2,0,429,627,6,58,79,2492,0
639,15,7,10,0,215,531,25,48,46,2617,1
640,10,7,7,0,169,705,69,116,64,3947,1
641,12,36,4,0,448,981,67,89,63,1988,1
642,3,11,3,0,146,921,46,48,60,1674,0
643,8,32,6,0,402,920,58,120,76,2297,1
644,9,11,7,0,204,884,76,129,47,1648,1
645,14,18,6,0,292,777,7,56,39,1728,1
646,4,9,4,1,138,626,90,135,75,2985,1
647,0,46,1,1,467,714,57,98,39,1377,0
648,11,38,10,1,505,898,51,53,41,1884,0
649,16,50,1,1,587,702,79,76,64,2818,0
650,2,44,6,1,492,550,67,96,77,3280,0
651,14,47,3,1,561,983,3,96,39,2110,0
652,15,40,10,1,545,975,1,71,56,1598,0
653,17,50,1,0,592,674,40,84,61,2104,1
654,16,49,6,1,612,951,84,69,73,1418,1
655,2,21,5,0,255,766,40,145,64,2830,1
656,9,6,6,0,147,741,6,30,51,3780,1
657,1,26,10,0,335,936,37,127,68,3331,0
658,17,26,6,0,387,841,89,60,44,1425,1
659,2,48,1,1,497,538,74,39,53,2996,1
660,18,16,2,0,264,850,85,72,48,2580,0
661,4,13,9,0,213,739,22,73,71,1987,1
662,18,31,2,0,414,533,79,134,55,2731,0
663,7,33,10,0,435,683,57,52,54,2793,0
664,14,22,4,0,318,641,6,130,54,2216,1
665,16,40,8,1,536,744,2,69,78,3603,1
666,10,35,5,0,435,765,86,115,78,2762,0
667,20,9,9,0,253,568,36,115,68,2984,1
668,18,33,5,1,455,943,100,126,38,2407,1
669,10,30,8,0,406,808,69,144,69,3325,0
670,17,7,10,0,225,676,91,113,45,2781,1
671,1,27,10,0,345,662,63,122,73,2863,0
672,10,7,2,0,134,736,57,111,55,3503,0
673,3,6,3,0,96,978,23,82,80,1374,0
674,2,26,8,0,326,526,54,52,53,1829,1
675,2,38,9,1,453,719,78,114,47,2452,0
676,3,28,1,0,302,806,68,139,74,1898,1
677,0,23,9,0,293,521,71,100,78,3789,0
678,5,13,7,0,204,784,22,43,55,1260,1
679,16,35,7,1,479,590,58,57,55,1580,0
680,19,45,5,1,580,565,40,53,37,3439,1
681,12,20,5,0,295,654,80,139,72,1627,0
682,2,45,5,1,495,954,83,130,41,2006,1
683,5,33,5,0,390,857,35,85,54,3434,0
684,8,20,1,0,247,657,17,139,69,1374,0
685,8,13,5,0,205,883,78,51,52,1333,0
686,19,22,4,0,343,839,4,52,46,3526,0
687,11,11,6,0,207,888,81,123,68,2291,0
688,7,6,10,0,165,519,54,98,80,3458,1
689,17,28,7,0,414,928,35,133,75,1886,1
690,7,37,5,1,440,748,36,104,50,3588,1
691,12,13,3,0,211,819,19,129,44,2269,0
692,1,24,8,0,301,671,5,100,78,3258,0
693,8,48,6,1,562,681,57,90,52,3180,0
694,2,33,1,1,347,531,90,131,45,3419,0
695,4,33,6,0,392,658,88,42,40,1626,0
696,0,38,5,0,415,662,76,59,41,1392,0
697,17,46,1,1,552,578,96,34,63,1483,1
698,2,11,3,0,141,839,53,149,56,1974,1
699,6,32,1,0,357,676,20,128,57,1575,0
700,15,40,3,1,496,688,71,100,52,1400,1
701,13,43,6,1,537,508,90,110,43,3668,1
702,13,16,1,1,232,962,23,133,49,3799,1
703,20,29,3,0,411,715,98,70,49,2067,0
704,1,20,10,0,275,926,98,99,46,2906,1
705,2,37,3,0,401,945,11,134,40,2701,0
706,9,35,5,0,430,788,84,91,37,2501,1
707,11,26,10,0,385,913,8,141,71,2518,1
708,7,47,4,1,533,567,4,61,70,2749,0
709,10,16,2,0,224,1000,92,116,50,3422,0
710,7,48,9,1,578,643,25,60,71,3756,1
711,17,46,5,1,580,742,42,144,40,2610,1
712,13,27,4,0,363,880,58,91,71,3724,0
713,16,16,10,0,310,660,22,72,62,2475,0
714,20,44,6,1,582,781,69,150,72,3561,0
715,5,28,5,0,340,692,14,147,39,3156,0
716,4,6,7,0,129,719,98,78,53,2876,1
717,15,16,2,0,249,825,7,78,69,2257,0
718,20,12,6,1,262,599,19,147,37,3420,1
719,16,19,5,0,305,508,18,126,54,1884,1
720,16,18,7,0,309,687,12,36,41,3314,1
721,13,35,7,1,464,553,7,81,66,1987,0
722,11,16,4,0,243,847,50,141,46,2401,0
723,5,11,6,0,177,601,4,137,36,2987,0
724,2,48,5,1,525,957,85,108,64,1461,1
725,4,44,4,0,488,722,63,94,66,2262,0
726,20,18,6,0,322,903,30,96,39,2346,1
727,5,28,7,0,354,512,17,121,45,1965,0
728,5,37,7,0,444,805,7,70,75,3040,1
729,10,49,8,1,596,887,73,37,40,1221,1
730,8,28,1,0,327,678,16,77,36,2482,0
731,7,6,7,0,144,939,76,110,75,3925,1
732,0,50,10,1,570,531,64,137,53,1352,1
733,12,39,1,1,457,903,60,52,54,2414,0
734,5,19,2,0,229,958,2,99,70,1938,0
735,10,15,2,0,214,998,28,68,36,1224,1
736,1,34,9,0,408,934,82,47,76,3947,1
737,2,9,2,0,114,896,19,133,50,1519,1
738,9,23,5,1,310,539,90,64,70,3163,1
739,5,23,5,1,290,925,48,136,47,1323,0
740,16,25,7,0,379,721,35,140,79,3927,1
741,18,17,7,0,309,919,50,96,66,2595,0
742,18,6,10,0,220,695,62,111,72,3979,0
743,13,28,10,0,415,771,13,38,36,1752,0
744,9,25,2,0,309,901,44,87,40,2132,0
745,2,23,7,0,289,668,81,32,48,2551,1
746,16,19,7,0,319,617,16,35,58,2680,0
747,15,49,4,1,593,546,99,30,68,3722,0
748,0,45,9,1,513,976,96,116,41,2407,0
749,6,15,5,0,215,609,2,89,53,2683,1
750,19,34,9,1,498,922,68,102,49,2213,0
751,15,16,5,0,270,876,5,84,65,3584,1
752,8,23,8,0,326,690,7,113,63,1217,1
753,13,20,4,0,293,770,49,122,65,2346,1
754,5,12,9,0,208,629,21,54,71,1985,0
755,17,48,6,1,607,681,31,41,54,2181,0
756,12,29,5,0,385,628,2,102,38,3516,0
757,5,14,7,0,214,570,46,62,78,3386,0
758,4,11,1,0,137,985,14,50,80,3210,0
759,20,20,5,0,335,958,5,48,51,1955,1
760,10,14,1,0,197,765,21,59,64,2575,1
761,10,43,10,1,550,941,87,115,79,1778,0
762,9,11,9,0,218,687,49,94,78,3409,1
763,2,29,4,0,328,887,44,127,49,3917,0
764,1,11,9,0,178,813,92,133,72,3765,0
765,10,35,6,0,442,855,75,144,48,1644,0
766,15,6,6,0,177,659,43,61,49,1495,1
767,7,21,4,0,273,973,92,140,53,1809,0
768,12,37,2,0,444,943,60,79,62,1236,0
769,14,33,2,0,414,522,81,98,76,3583,1
770,18,45,1,1,547,757,73,100,55,3887,1
771,3,18,7,0,244,798,48,124,77,1580,1
772,15,14,8,0,271,644,78,95,36,1865,0
773,17,45,3,1,556,959,21,131,56,2419,1
774,18,19,3,0,301,565,96,36,46,1817,1
775,20,6,3,0,181,716,33,47,52,3738,0
776,7,44,9,1,538,754,15,86,57,1234,1
777,4,30,8,0,376,512,66,106,46,1747,0
778,6,11,6,0,182,839,59,84,76,2622,1
779,15,49,10,1,635,641,7,80,69,2955,0
780,20,34,4,0,468,776,35,138,45,3040,1
781,19,29,10,1,455,709,37,85,65,3224,1
782,8,46,2,1,514,715,100,39,42,3762,0
783,19,28,7,0,424,755,10,143,54,3246,0
784,4,42,6,1,482,570,71,38,62,2287,1
785,19,21,5,0,340,606,29,110,62,1346,1
786,15,33,4,0,433,579,13,50,67,2878,1
787,5,14,1,0,172,711,27,136,46,2621,0
788,12,9,1,0,157,705,83,126,53,3899,1
789,3,39,8,1,461,937,19,59,48,1562,1
790,15,16,2,0,249,759,18,134,78,3715,0
791,9,38,8,1,481,923,40,85,56,1859,1
792,20,9,5,0,225,774,39,36,41,1628,1
793,15,15,2,0,239,769,58,131,66,3062,1
794,15,46,10,1,605,846,24,111,58,2884,1
795,2,8,9,0,153,876,43,133,54,3950,1
796,16,22,1,0,307,822,22,149,53,3676,0
797,10,27,10,1,390,827,17,86,42,3551,1
798,10,24,6,1,332,784,92,107,77,1759,1
799,5,44,3,1,486,602,26,91,50,2630,1
800,13,26,2,0,339,946,81,146,49,3173,0
801,13,22,8,0,341,735,10,103,45,2731,1
802,2,21,6,0,262,585,32,82,62,3249,0
803,19,24,5,0,370,645,0,84,54,2134,0
804,4,48,7,1,549,968,33,76,59,2315,1
805,16,42,8,1,556,612,39,44,74,3098,0
806,13,16,9,0,288,554,4,114,67,3844,1
807,12,37,1,0,437,720,59,71,39,2206,1
808,12,49,6,1,592,904,83,38,73,2965,1
809,9,22,8,0,321,832,49,68,39,2674,0
810,5,29,5,0,350,807,91,140,68,2594,0
811,14,9,1,0,167,550,67,42,72,3994,1
812,17,12,3,0,226,527,64,143,71,3353,0
813,5,19,6,1,257,893,73,61,80,2660,1
814,3,40,2,0,429,840,70,105,53,3437,1
815,19,16,5,0,290,827,9,35,49,3096,0
816,18,17,6,0,302,766,62,49,58,3337,0
817,18,37,9,1,523,928,34,101,47,3986,0
818,3,35,6,0,407,912,81,101,40,2231,1
819,6,45,3,1,501,819,83,91,77,3744,1
820,17,45,4,0,563,641,65,127,72,1388,0
821,7,27,4,0,333,545,55,143,62,3186,0
822,20,19,1,0,297,533,52,102,56,2313,1
823,19,45,7,1,594,901,27,127,36,2491,1
824,10,7,7,0,169,760,96,146,42,3795,0
825,7,7,2,0,119,995,29,112,68,3972,0
826,11,32,8,0,431,682,54,79,56,1476,1
827,0,18,8,0,236,711,69,137,52,3937,1
828,2,46,8,1,526,827,9,98,37,1688,1
829,1,16,5,0,200,946,41,122,63,3873,1
830,13,13,9,0,258,732,5,30,49,2457,0
831,6,24,7,0,319,652,12,144,53,1791,0
832,9,48,10,1,595,635,60,80,67,2614,0
833,13,7,5,0,170,685,45,113,64,2527,1
834,13,23,9,0,358,502,87,92,68,2891,0
835,5,7,1,0,102,848,66,64,42,2160,0
836,5,20,9,0,288,580,62,67,62,3675,1
837,3,44,2,1,469,541,43,140,47,3401,0
838,1,41,2,0,429,982,2,89,79,1207,1
839,3,36,8,0,431,670,69,38,78,2890,0
840,13,16,8,0,281,727,77,125,38,2478,0
841,7,10,8,0,191,671,69,147,55,3342,0
842,1,29,4,0,323,776,85,101,39,2324,0
843,20,42,1,1,527,898,27,131,58,3684,1
844,17,33,8,1,471,989,43,132,50,3620,0
845,19,41,2,0,519,848,56,98,52,3741,1
846,12,37,6,1,472,631,41,144,70,3801,1
847,18,14,7,0,279,913,91,88,60,1329,1
848,14,43,1,1,507,979,13,139,62,3832,1
849,6,10,8,0,186,985,34,134,54,2273,0
850,14,27,3,0,361,674,88,61,36,1258,0
851,14,45,2,1,534,996,28,145,58,2547,1
852,16,42,4,1,528,560,98,52,64,1704,1
853,8,49,5,1,565,900,39,110,38,1649,0
854,20,13,10,0,300,787,41,148,39,1542,0
855,3,34,8,0,411,664,41,43,49,3574,0
856,15,44,5,0,550,622,73,131,79,1783,0
857,5,48,8,0,561,574,32,144,38,2333,1
858,19,34,5,1,470,576,16,78,66,2946,1
859,12,22,6,0,322,925,70,32,74,2708,0
860,8,10,6,0,182,529,52,142,50,3700,0
861,17,41,10,1,565,843,86,51,76,2568,1
862,8,36,6,1,442,547,77,62,36,3594,0
863,5,22,8,0,301,876,95,43,63,3423,0
864,2,13,7,0,189,819,37,114,56,2221,1
865,17,44,4,0,553,915,39,47,48,1414,0
866,3,14,6,0,197,661,52,39,77,3138,0
867,9,23,8,0,331,519,62,82,55,3162,1
868,18,14,7,0,279,741,89,115,78,1989,0
869,15,37,5,1,480,645,56,113,63,2524,0
870,0,32,6,0,362,977,8,146,54,2283,0
871,13,5,7,0,164,823,0,87,60,3050,0
872,10,43,1,1,487,864,80,134,47,2131,1
873,17,47,4,0,583,978,8,131,75,2685,1
874,1,17,3,1,196,521,24,149,40,3417,0
875,5,17,3,0,216,897,45,40,46,2290,0
876,17,10,1,0,192,606,29,86,41,3128,0
877,4,48,1,1,507,910,76,49,80,3029,1
878,8,29,2,0,344,768,8,80,59,3619,1
879,5,30,2,0,339,821,95,42,74,1523,0
880,11,46,1,1,522,679,53,90,48,2568,1
881,14,34,3,0,431,644,97,30,72,3105,1
882,19,25,5,0,380,729,0,135,77,2772,0
883,15,46,9,1,598,739,3,39,39,3573,0
884,11,18,5,1,270,880,60,150,37,3715,0
885,6,20,3,0,251,901,33,124,45,2412,0
886,11,37,9,1,488,825,94,79,55,1202,1
887,19,19,10,0,355,534,68,113,56,3934,1
888,11,25,9,0,368,969,51,84,79,2211,1
889,3,40,10,1,485,529,50,121,39,2966,1
890,17,43,1,1,522,534,21,140,56,2623,0
891,2,38,7,0,439,623,60,81,64,3864,1
892,2,33,2,0,354,948,15,57,67,3260,0
893,5,37,5,0,430,630,26,95,42,1320,0
894,16,34,10,1,490,658,28,64,75,1377,1
895,9,5,1,0,102,556,98,109,60,3588,1
896,8,34,1,0,387,997,49,140,66,3360,0
897,20,17,3,0,291,810,19,53,72,2225,0
898,2,29,4,0,328,641,29,133,78,3769,0
899,14,49,10,1,630,691,99,79,51,1476,0
900,14,39,10,1,530,746,43,73,80,1480,0
901,0,31,8,1,366,703,19,108,62,1479,1
902,3,21,4,0,253,969,46,83,52,1668,0
903,0,25,7,0,299,701,4,147,78,2173,1
904,13,43,1,1,502,949,47,147,57,3998,1
905,0,44,5,1,475,723,59,125,80,1915,0
906,13,25,5,0,350,882,0,57,54,2061,1
907,20,7,10,0,240,934,62,143,71,1418,0
908,18,7,3,0,181,754,7,56,36,2842,1
909,12,7,10,0,200,528,85,132,40,1200,1
910,15,18,9,0,318,996,44,104,70,3748,0
911,6,29,5,0,355,997,60,124,38,3412,1
912,15,48,1,1,562,647,8,44,54,2126,0
913,4,10,10,0,190,947,5,104,42,2916,0
914,2,18,10,0,260,947,20,110,55,3071,1
915,18,24,7,0,379,869,2,55,77,2903,0
916,3,45,4,1,493,737,27,110,53,1785,1
917,8,22,4,0,288,559,51,81,44,1548,0
918,18,15,4,0,268,600,12,94,70,1975,0
919,19,10,6,0,237,752,80,117,67,3865,1
920,20,37,7,1,519,983,69,45,39,2397,1
921,5,21,10,0,305,859,30,42,50,2790,1
922,6,11,6,0,182,628,12,66,65,2753,0
923,18,7,4,0,188,684,35,41,64,1273,1
924,20,23,3,0,351,754,44,131,58,3892,0
925,14,32,3,0,411,898,90,134,77,3470,1
926,17,7,6,0,197,653,99,133,51,1518,1
927,10,41,6,1,502,674,80,57,73,2076,1
928,7,38,5,0,450,963,11,60,76,2052,0
929,18,49,4,1,608,521,36,58,46,3243,0
930,7,42,10,1,525,924,20,78,80,3608,0
931,3,41,5,1,460,963,5,55,36,2506,1
932,15,45,9,1,588,523,85,74,63,1718,1
933,18,28,8,0,426,642,19,51,67,1736,1
934,13,44,8,1,561,978,18,147,77,2972,1
935,2,36,9,0,433,736,16,125,78,2296,0
936,1,21,6,0,257,562,14,149,51,1229,0
937,14,43,9,1,563,945,8,65,43,2660,0
938,5,39,4,0,443,532,5,66,38,2365,0
939,4,6,6,0,122,605,94,108,37,2581,1
940,10,50,8,0,606,690,0,111,51,3968,1
941,14,30,2,0,384,505,18,117,56,1316,0
942,15,32,7,0,444,851,69,115,52,2857,0
943,16,42,6,1,542,769,38,102,78,2933,1
944,7,13,7,0,214,928,10,41,75,3106,1
945,5,18,1,0,212,636,60,96,78,2132,1
946,3,11,8,0,181,736,13,82,63,1944,1
947,0,27,7,0,319,734,52,66,50,1335,1
948,8,16,2,1,214,535,0,140,37,3995,1
949,20,5,8,0,206,592,29,84,42,2166,1
950,15,32,3,0,416,899,24,63,55,1335,0
951,12,33,9,1,453,838,14,74,58,1872,1
952,11,6,10,0,185,828,24,147,38,2638,0
953,4,28,7,0,349,798,85,71,66,2704,1
954,13,19,1,0,262,920,30,147,52,3563,0
955,15,28,5,0,390,839,40,125,53,3215,1
956,11,33,3,0,406,551,62,53,62,3911,1
957,10,34,6,0,432,824,40,121,61,2267,1
958,20,23,4,0,358,536,34,60,67,2649,0
959,16,31,3,0,411,527,22,106,49,3621,1
960,7,29,5,0,360,623,27,36,68,2316,0
961,4,44,4,1,488,589,11,150,53,1637,1
962,4,22,2,1,254,996,64,48,76,3717,1
963,5,17,8,0,251,703,88,112,71,3356,0
964,8,42,10,1,530,652,97,41,48,1652,1
965,11,6,7,0,164,645,25,89,50,1756,1
966,6,19,9,0,283,851,56,132,54,3499,0
967,12,25,6,0,352,549,41,140,78,2140,1
968,8,24,2,0,294,690,43,97,77,3719,1
969,2,28,9,0,353,720,52,36,74,2389,0
970,18,49,8,1,636,744,43,147,79,1981,0
971,9,32,10,0,435,712,16,105,68,1449,1
972,7,26,10,0,365,504,95,36,65,1917,1
973,3,17,4,1,213,538,98,89,79,3990,0
974,19,31,8,1,461,881,42,49,39,1250,0
975,10,5,4,0,128,548,78,38,77,3641,1
976,18,18,8,0,326,705,12,143,44,1432,0
977,14,16,6,0,272,877,75,84,53,2668,1
978,7,12,4,0,183,835,21,149,49,2914,0
979,14,15,7,0,269,978,97,68,59,1723,0
980,6,10,7,0,179,619,52,98,56,3697,0
981,0,43,1,0,437,905,14,53,80,2816,0
982,18,40,7,1,539,811,25,117,69,3195,0
983,9,32,10,0,435,688,51,43,37,2236,1
984,13,46,1,1,532,664,67,80,74,1610,0
985,18,44,7,1,579,909,64,85,52,3626,0
986,5,24,6,0,307,513,91,35,77,3281,1
987,11,44,3,1,516,804,74,62,73,1975,0
988,6,25,1,0,287,565,10,61,62,1262,1
989,8,19,10,0,300,545,4,52,45,2677,0
990,3,48,8,1,551,552,62,128,72,1691,1
991,19,49,4,0,613,606,3,35,43,2518,0
992,9,13,9,0,238,662,41,64,68,3879,0
993,9,25,3,0,316,869,33,146,77,1270,0
994,3,40,1,0,422,639,18,66,55,3782,1
995,4,23,8,1,306,702,47,139,70,1423,0
996,3,11,4,0,153,802,33,47,37,3563,1
997,2,15,5,0,195,745,34,134,72,3343,0
998,18,31,8,1,456,979,8,119,68,2595,1
999,9,29,7,0,384,850,18,123,61,3029,0
1000,11,47,10,1,595,759,42,95,62,2333,1
1001,17,5,2,0,149,893,77,125,51,2269,0
1002,14,26,9,0,393,886,49,60,45,2580,0
1003,5,46,8,1,541,556,52,126,74,3020,1
1004,18,44,6,1,572,598,14,34,47,1317,0
1005,14,5,1,0,127,967,80,43,51,2075,1
1006,20,18,9,0,343,667,51,45,78,1396,0
1007,4,19,3,0,231,704,58,39,41,3046,0
1008,19,19,9,0,348,888,70,115,77,2149,1
1009,12,21,10,0,340,531,80,94,80,2911,0
1010,16,36,5,1,475,802,65,98,59,2114,0
1011,10,46,10,1,580,985,27,106,70,3908,1
1012,1,12,7,0,174,618,9,146,41,2506,1
1013,12,28,3,0,361,719,100,104,79,2572,0
1014,9,23,8,0,331,678,17,67,45,2747,0
1015,15,25,3,0,346,935,94,107,59,2323,0
1016,4,37,4,0,418,669,25,107,68,3617,0
1017,12,20,3,1,281,759,48,142,76,2429,1
1018,17,40,4,1,513,949,37,140,69,2283,1
1019,0,21,4,0,238,899,97,131,65,2772,1
1020,8,9,10,0,200,525,9,48,76,2337,0
1021,17,17,8,1,311,769,27,31,59,1701,0
1022,11,49,2,1,559,611,55,43,78,2877,0
1023,6,13,3,0,181,522,50,111,62,3090,0
1024,12,36,9,0,483,974,48,56,76,3695,1
1025,9,35,8,1,451,647,41,123,40,2357,1
1026,5,48,2,0,519,636,85,69,60,1619,0
1027,17,14,3,0,246,847,100,103,49,1504,1
1028,14,39,1,0,467,575,82,77,40,2804,0
1029,1,8,8,0,141,758,59,119,66,3068,0
1030,14,38,8,1,506,634,43,61,37,1453,1
1031,9,33,9,0,438,507,100,120,80,1998,1
1032,15,48,3,1,576,924,50,75,73,2520,1
1033,15,11,3,0,206,735,87,127,61,3161,0
1034,15,16,8,0,291,594,5,102,52,3610,0
1035,12,44,5,0,535,684,92,30,69,3190,0
1036,6,14,2,0,184,997,48,113,78,2407,0
1037,8,48,5,1,555,989,41,119,51,1943,1
1038,11,27,7,0,374,672,89,54,61,3638,1
1039,7,8,4,0,143,987,70,145,72,1840,1
1040,6,20,3,0,251,973,35,141,74,2994,1
1041,20,20,10,0,370,907,56,114,36,2100,1
1042,2,12,7,0,179,986,79,147,77,2968,0
1043,18,46,2,1,564,897,19,46,51,2332,0
1044,0,42,9,1,483,714,24,118,73,1647,1
1045,4,11,5,0,165,806,100,62,63,3129,0
1046,17,32,4,0,433,579,20,70,47,1437,1
1047,10,8,2,0,144,701,9,140,68,3253,1
1048,0,32,5,0,355,742,27,114,79,3059,1
1049,9,7,9,0,178,867,92,53,73,3891,1
1050,6,30,5,0,365,905,45,99,67,2688,0
1051,7,6,8,0,151,776,83,65,78,1210,0
1052,3,20,1,0,222,741,10,64,39,1763,1
1053,18,35,9,1,503,584,26,131,54,2618,0
1054,10,25,5,0,335,789,58,112,55,2427,1
1055,13,16,10,0,295,866,56,32,69,3563,0
1056,2,19,9,0,263,723,78,58,65,1806,0
1057,6,43,6,1,502,794,96,69,40,2254,1
1058,20,45,2,1,564,559,17,58,63,2737,0
1059,1,43,3,1,456,863,82,40,77,1714,1
1060,15,30,7,0,424,574,94,31,70,2347,0
1061,13,6,4,0,153,693,32,64,43,1880,0
1062,2,18,2,0,204,514,3,68,61,2609,1
1063,6,33,8,0,416,618,30,53,62,3294,1
1064,10,30,10,0,420,824,61,93,36,3270,0
1065,5,32,10,1,415,779,63,136,44,3690,0
1066,3,8,10,0,165,845,10,100,45,2825,0
1067,9,47,3,1,536,890,12,61,41,3362,0
1068,1,45,3,0,476,813,75,149,41,2363,1
1069,7,24,2,0,289,787,69,85,40,1973,1
1070,7,50,3,1,556,894,39,143,40,1436,1
1071,13,16,1,0,232,849,1,37,42,2135,0
1072,1,15,9,0,218,738,71,85,76,3671,0
1073,16,18,3,0,281,973,27,109,54,2425,0
1074,7,37,10,1,475,809,43,115,71,3303,1
1075,3,49,2,1,519,946,10,146,41,1280,0
1076,16,12,10,0,270,989,61,118,59,2295,1
1077,7,28,7,0,364,766,84,78,46,1919,1
1078,10,14,7,0,239,536,73,99,41,3081,1
1079,2,46,8,0,526,856,36,108,39,3346,0
1080,7,24,2,0,289,973,76,52,62,2274,1
1081,1,11,1,0,122,884,68,71,71,3515,0
1082,2,41,9,1,483,958,89,88,73,1855,1
1083,6,36,9,1,453,545,27,127,61,2003,0
1084,16,21,3,0,311,516,1,89,78,3551,0
1085,20,50,6,1,642,931,59,84,52,2382,0
1086,13,43,7,1,544,613,69,130,58,3040,0
1087,16,33,4,0,438,550,5,59,55,2538,0
1088,3,44,9,1,518,662,55,129,41,3180,1
1089,18,24,1,0,337,642,71,67,77,2043,0
1090,18,39,9,1,543,841,60,32,54,2245,0
1091,7,25,7,0,334,758,27,122,47,3509,0
1092,10,49,3,0,561,699,40,41,61,1444,1
1093,12,32,6,0,422,911,33,129,78,1631,1
1094,15,19,7,0,314,546,51,70,63,2190,1
1095,17,35,9,0,498,842,11,147,51,2239,0
1096,14,17,5,0,275,619,48,124,47,3083,0
1097,12,15,1,1,217,869,63,93,37,1946,0
1098,12,28,9,0,403,953,60,45,55,3738,0
1099,13,43,9,1,558,899,49,38,57,3617,0
1100,6,50,4,1,558,699,3,51,76,1564,1
1101,5,39,4,0,443,840,98,150,80,3021,1
1102,1,34,6,0,387,984,13,130,43,1672,0
1103,2,23,10,0,310,809,19,84,40,3098,1
1104,16,13,8,0,266,921,16,123,73,3297,0
1105,19,31,6,0,447,742,54,89,60,2037,1
